,tweet,calculated_sentiment
8323,yes went best buy weeks back look hate rather pay,1
8324,want itttr,1
8325,officially think macos big sur failed update right ive tried four times fixed shit,1
8326,wore months weeks months month old,1
8327,case missed hubbub selling mobile devices way charge,1
8328,get mean picture get best buy,1
8329,day,3
8330,used iphone months couldnt love used samsung phones loved,1
8331,yes terrible working anywhere near well update,1
8332,fast works,5
8333,thats sad true lost critical data,1
8334,trying setup new iphone pro max keep getting request sign people accounts wha,1
8335,got photo new york pretty sad didnt bring camera heck iphone camera,1
8336,yeah,3
8337,move glitchy software ruining phones really hasnt even changed maybe,1
8338,knew going wait receive gift cards would bought store online,1
8339,escalated issue usbc since beginning years ago hasnt solution place time,1
8340,launch apple pay malaysia please theres reason get apple watch,3
8341,yeah get new radio installed hate look dont understand,1
8342,simplified pinyin keyboard swipe tradition pinyin keyboard please,1
8343,masheka years ago companys isattitude disheartening luck,5
8344,must realdonaldtrump fans made smaller phone tiny hands,1
8345,first issue upon installing bigsur,1
8346,still shook core payment method portion checking walmarts websi,5
8347,finally got little beast launch day last picture year old companion iphonemini,5
8348,agree environment wasnt real reason know thats greedy apple,1
8349,feel pain dont know going,1
8350,buy system pretty sure,3
8351,read buggers havent fixed issue even recently announced new ones thei,1
8352,stop promoting,3
8353,shirt different year comes kids size,5
8354,feature airpods switch device using moment,1
8355,screen minutes thanks apple,1
8356,never cared apple products way priced confusing,1
8357,ios drains battery extremely fast need fix,1
8358,noticed theres gap screen bezel,1
8359,entire lineup iphone models available purchase india,3
8360,tried calling days success automated good need,1
8361,yessss thought twins,3
8362,need make emoji fitted cap say deadass mean,1
8363,literally feel waiting lol newphone phone waiting imdead lol,1
8364,hey wifes got new iphone mini nice phone doesnt come cha,1
8365,goal get people find third party email client congratulations new big sur mail,1
8366,new album bout drop,1
8367,hey could get hand emoji thats forming text friends like hahahahaha loser,1
8368,way get full self driving computer iphone day didnt even bring wife,1
8369,pls gim one,3
8370,home button iphone working really starting piss inconvenient thing ever,1
8371,okay next update able highlight certain words text covered invisible ink,3
8372,big sur made mac feels like trying hard ipad give touchscreen already,1
8373,bought ultra months thousand euro back camera already,1
8374,unlocked bootloader could anything,1
8375,installed big sur second attempt today trustd issue well still need get used,1
8376,yes marketing circus never,5
8377,considering simac,1
8378,maintains lead market despite later iphone launch apple samsunggalaxy accounted,5
8379,picturesvideos four years ago son photos made omg shed tears day,1
8380,time seen mentioned apples programming tmobile,3
8381,poor launch iphonepromax iphone shows com,3
8382,upgraded machines big sur stuck first rightclick fee,1
8383,speed tests positive dont know gon na leave whenever ready itll,1
8384,make happen skeuomorphism also fix god awful light jeez,1
8385,many drop shadows rounded corners bigsur eyes hurt icons would follow,1
8386,hmmm think hundred reasons mention getting people ditch perfectly,1
8387,need periodt emoji next update,3
8388,avalon alpharetta,3
8389,hey whole iphone charger thing makes sour also think apple really cared environm,1
8390,chief keef sister husband new music video,1
8391,well iphone push environmentally,3
8392,wifey super confused called help felt like tech guru one crim,3
8393,cool,3
8394,bank stevejobs owner,3
8395,good morning warm happy diwali ceo tim cook hard working apple employees,3
8396,worked stop invasions privacy applauded direction privacy company,3
8397,awesome macosbigsur,5
8398,williamsburg brooklyn,3
8399,wonder whats behind anticonsumer stat,3
8400,rename big sur big brother,1
8401,check google seams lot people problems updates cases,1
8402,eueurope seem govts challenging power tech oligarchs like usa sits,1
8403,lidar widely used automotivesecurity systems expensive brought lidar new ipho,1
8404,logged mac home continue photo work learned still service,1
8405,technology analyst mingchi kuo claimed delay launch iphone primary,3
8406,loving really pretty everything feels quite uniformed seems,1
8407,buy amazon,3
8408,sign bro leave isp lol,1
8409,like every leader every socialist hellhole wealthtax nothing,1
8410,dont know phone numbers listed stores one picks ever,1
8411,hey gon na time sponsor build second house boxes,1
8412,good job love new update,1
8413,guess whole thing store experience probably havent adapted well onli,3
8414,point really finder hasnt changed much functionality since,1
8415,use work use social media,3
8416,,3
8417,aapl aapl video yesterday showing bearish setup today using seasonality together technical,3
8418,hey thank requiring signature iphone deliveries,1
8419,computer still unusable big sur rocks,1
8420,lie processors crazy impressive ive always preferred intelpc major,5
8421,stop messing old phones tryna get buy new ones clowns,1
8422,hate yall,1
8423,macbook took dump yesterday heres privacy high horse better take seat jeff,1
8424,user never know macbooks airpods iphones dont repaired authorized service cente,1
8425,disturbing,5
8426,thank updated bigsurupdate cant even figure send email looks different,1
8427,got pro max stuck apple logo support cant figure issue troubleshooting,1
8428,waiting maybe unveil pro,1
8429,apple iphone mini stores one graham ave pick today colors dope,3
8430,sale ipad pro inch wificellular includes apple pencil logitech keyboard case,3
8431,airpods pro trash,1
8432,hahahaha idea sister used turn gps get home work everyday,1
8433,thoughts complex overall feeling hard imagine,1
8434,exactly however much frustrating prefer vodafone,1
8435,yeah livid ill ahead buy one dont think,1
8436,listen get app free,1
8437,,3
8438,apple india online store provides worst buying experience never buying phone online bigger hassle buying car,1
8439,wasnt expecting fully loaded macbook pro get leapfrogged air two years later good move,1
8440,annoying hell friends tracking info,1
8441,would love learn team put voice controls dictation together specifically curious,1
8442,see graphite blue household blue gold,1
8443,need chef kiss emoji asap,1
8444,naw would scrap somebody things expensive try using android bloc,1
8445,painful many well,1
8446,hey say hollin thats mean idk hollingsworth,5
8447,please read,3
8448,nice,3
8449,mini looks usefeelsand made call surf internet phones phones super better,1
8450,looks wrong carrier frustrating considering,1
8451,act fast download jassby app create account get watch limited quantities,1
8452,specs look pretty damn good lets hope live thanks info mista,5
8453,iphone mini switching battery life mini make nitrogen batteries,1
8454,got shook buy block walmart get normal charge,1
8455,got ta buy somebody stole mine friend car,1
8456,use mac want privacy worth reading supper messed wth,1
8457,got mini today,3
8458,many kidney required iphone pro max,1
8459,hey guys really would loved try new pro recent changes _big sur_,1
8460,thats thought isnt bad idea bad idea implemented spectacularly poorly,1
8461,fvkcing fix man dont need wait hrs shittt,1
8462,bad take romney,3
8463,hey big sur snooze notifications mins remove longer,1
8464,love vertical screen lock yall also add horizontal screen lock trying,1
8465,contact immediately many ideas possible new emojis,1
8466,computer isnt macos bigsur privacynotincluded,1
8467,claims long battery life big sur maybe works new apple silicon mac,1
8468,really got buy charger block damn,1
8469,someone please explain whats going social folder,3
8470,ayo able people group text need percentage,1
8471,done morning problems,1
8472,watch iphone unboxing first impressions youtube totally agree,3
8473,new green iphone iphone,1
8474,wake thats like see let aapl dividends drip,5
8475,regardless intent implementation abysmal recommend everyone vocal dissatisfie,1
8476,dear apple please reconsider preorders launching devices saudi arabia,3
8477,please get rid useless banner notifications better emphatically expressed screenshots sim,1
8478,made easier learn fun cool features provide latest ios update btw,1
8479,yea going stop needs get crap together,1
8480,wish way could pay apple car play added car honda crv think app,1
8481,dont use four seasons computer repairreally burned hunter biden,1
8482,really screwed latest release errors place big sur big mess,1
8483,facing issue apple watch bands isnt fit watch sent,3
8484,although took colour great edited,5
8485,sorry let rephrase question changes would take help company like perform,5
