,tweet,calculated_sentiment,index,date,userID,airline,text,sentiment
5566,thank southwest first choice airline glad see precautions taking,1,10208,11/17/2020 2:52,1.33e+18,Southwest,"@DisneylandPlan @SouthwestAir Thank you! Southwest is my first choice of airline, so I was glad to see all the precautions they are taking",0
5567,making buck long distance relationship lol,-1,10210,11/17/2020 2:48,1.33e+18,Southwest,@SouthwestAir is making a BUCK off my long distance relationship lol,0
5568,dont stop flying lauderdale hate mia avoid,-1,10211,11/17/2020 2:47,1.33e+18,Southwest,@SouthwestAir @iflymia Just don’t stop flying to Ft. Lauderdale. I hate MIA and avoid it.,0
5569,global health pandemic states shutting greedy isnt giving refunds people needing,-1,10212,11/17/2020 2:45,1.33e+18,Southwest,"Global health pandemic, states shutting down again and GREEDY @SouthwestAir isn’t giving refunds for people needing… https://t.co/F1a2p6ctRL",0
5570,beautiful feel privileged witness impt moment,1,10214,11/17/2020 2:44,1.33e+18,Southwest,@JamesWallington @williamjardell @SouthwestAir this was beautiful. i feel privileged to witness such an impt moment… https://t.co/RRHPcrKG5e,0
5571,well played market turmoil good play offense invest markets well pos,0,10215,11/17/2020 2:44,1.33e+18,Southwest,"Well played ⁦⁦@SouthwestAir⁩ . During market turmoil, it’s good to play offense, invest in markets, and be well pos… https://t.co/3b6va5Hb6J",0
5572,launches service sarasotaairport travel flights,-1,10220,11/17/2020 2:31,1.33e+18,Southwest,"@SouthwestAir launches service to #SarasotaAirport https://t.co/iDMmf4y7w8

#travel #flights https://t.co/snA2wrlhzM",0
5573,also theres magazines plane covid,-1,10222,11/17/2020 2:29,1.33e+18,Southwest,@bobrockmn @SouthwestAir also........ there's no magazines on the plane bc CoViD,0
5574,thanks,1,10223,11/17/2020 2:29,1.33e+18,Southwest,@SouthwestAir Thanks!,0
5575,please dont president need houston bro didnt give,-1,10224,11/17/2020 2:28,1.33e+18,Southwest,@JHarden13 please don't go to @AlibabaGroup President @BrooklynNets we need you in Houston bro i didn't give up on… https://t.co/1KKuzQYqgW,0
5576,waiting,-1,10225,11/17/2020 2:27,1.33e+18,Southwest,@OrlTheGreat @SouthwestAir @iflymia I’m waiting for this,0
5577,beautiful flight sacramento san diego sky matched colors plane,1,10226,11/17/2020 2:26,1.33e+18,Southwest,A beautiful flight from Sacramento to San Diego. The sky matched the colors of our plane ⁦@SouthwestAir⁩. https://t.co/DVIbXzrhfm,0
5578,great piece wsj route growth expansion exciting sometimes confusing,0,10227,11/17/2020 2:26,1.33e+18,Southwest,"Great piece from the WSJ on @SouthwestAir route growth. This expansion is exciting, if not sometimes confusing. Can… https://t.co/0a2EzXnJEi",0
5579,book another airline reintroduces aircraft wont business,-1,10228,11/17/2020 2:25,1.33e+18,Southwest,"No. I will book with another airline. Once @SouthwestAir reintroduces the aircraft, they won’t have my business any… https://t.co/1QI9djBKtV",0
5580,need fly kingston jamaica,0,10230,11/17/2020 2:22,1.33e+18,Southwest,"@SouthwestAir @iflymia You need to fly into Kingston, Jamaica now.",0
5581,worst airline experience want american citizens bail,-1,10238,11/17/2020 2:12,1.33e+18,Southwest,"@SouthwestAir @iflymia Worst airline in my experience, they want the American citizens to bail them out but they pr… https://t.co/QAbLf5A4ge",0
5582,thank geoff berry southwest airlines pilot talking students today taking tour,1,10239,11/17/2020 2:07,1.33e+18,Southwest,"Thank you to Geoff Berry, Southwest Airlines pilot, for talking to our students today and taking us on a tour of th… https://t.co/kywvjalJlw",0
5583,traveling work friends hopefully soon,1,10241,11/17/2020 2:04,1.33e+18,Southwest,@SouthwestAir Traveling with work friends - hopefully again soon!,0
5584,bring whataburger thanks,0,10243,11/17/2020 1:59,1.33e+18,Southwest,@tinyyjess @SouthwestAir Bring me some whataburger thanks,0
5585,thats nice hopefully one day ill still able use hard earned drink coupons expired august,-1,10244,11/17/2020 1:58,1.33e+18,Southwest,"@SouthwestAir @iflymia That’s nice, hopefully one day I’ll still be able to use my hard earned drink coupons that expired in August🤧",0
5586,,-1,10248,11/17/2020 1:54,1.33e+18,Southwest,@SouthwestAir @iflymia I was there😬 https://t.co/7qAjdjzybh,0
5587,update bawled like baby,-1,10249,11/17/2020 1:53,1.33e+18,Southwest,@JamesWallington @williamjardell @SouthwestAir Update: Bawled like a baby 😭😭😢😢 https://t.co/iFSSHbXHN8,0
5588,experiences swa summer fall glad got first flight back,-1,10250,11/17/2020 1:52,1.33e+18,Southwest,@AmiyrahMartin @SouthwestAir My experiences on SWA this summer and fall were 💯. I’m glad you got that first flight back over with. 😊,0
5589,let ugly tears begin,1,10251,11/17/2020 1:51,1.33e+18,Southwest,@JamesWallington @williamjardell @SouthwestAir Let the ugly tears begin 😭😭😭,0
5590,years ago today entire world changed meeting birth mom amp wife unforgettable experience amp hav,-1,10252,11/17/2020 1:50,1.33e+18,Southwest,3-years ago today my entire world changed. Meeting my birth mom &amp; her wife was an unforgettable experience &amp; to hav… https://t.co/BSKGwkRg47,0
5591,let know need testflyer austin,0,10253,11/17/2020 1:50,1.33e+18,Southwest,@SouthwestAir @iflymia Let me know if you need me to be a test-flyer from Austin. 😳🤩,0
5592,layover denver today,0,10256,11/17/2020 1:47,1.33e+18,Southwest,@SouthwestAir my layover in Denver today https://t.co/8EmFx04gMh,0
5593,great news except one travel due pandemic,-1,10258,11/17/2020 1:46,1.33e+18,Southwest,"@renotahoe @SouthwestAir @RenoAirport Great news, except no one can travel due to the pandemic!",0
5594,denver sure beautiful,1,10259,11/17/2020 1:45,1.33e+18,Southwest,@flyPSP @SouthwestAir Denver for sure!! It’s so beautiful 😍😍,0
5595,provide video lol hallucinating,1,10261,11/17/2020 1:44,1.33e+18,Southwest,@TheValeTrujillo @SouthwestAir Provide the video.  Lol.  Hallucinating,0
5596,anyone retweets lebetard idea going wait maybe dont get lol waste,-1,10262,11/17/2020 1:42,1.33e+18,Southwest,"@TheValeTrujillo @SouthwestAir Anyone who retweets LeBetard has no idea what is going on.  Wait, maybe I dont get it.  Lol.  What a waste",0
5597,well happened live whatever reality choose suppose,-1,10263,11/17/2020 1:40,1.33e+18,Southwest,"@bireley33 @SouthwestAir Well I was there, it happened. You can live in whatever reality you choose I suppose. ✌️",0
5598,come didnt happen told legs weekend gate agents extremel,-1,10264,11/17/2020 1:38,1.33e+18,Southwest,"@SouthwestAir @TheValeTrujillo Come on, this didnt happen as told.  4 legs this weekend.  Gate agents were extremel… https://t.co/nPsZXXW8Nn",0
5599,way mask guy like load time takes longer flew leg,-1,10265,11/17/2020 1:36,1.33e+18,Southwest,"@SouthwestAir I'm in no way a mask guy, but I like the load in now.  10 at a time takes no longer.  Just flew 4 leg… https://t.co/ryn5ErokQs",0
5600,yasss thank drive brutal,1,10267,11/17/2020 1:35,1.33e+18,Southwest,@SouthwestAir @iflymia YASSS THANK YOU @SouthwestAir The drive to @FLLFlyer was brutal!,0
5601,wifi slow fyi,-1,10268,11/17/2020 1:32,1.33e+18,Southwest,@SouthwestAir your WiFi slow fyi,0
5602,great news please get myr route next dont drive hours chs,-1,10271,11/17/2020 1:28,1.33e+18,Southwest,"Great news @SouthwestAir, now can you PLEASE get on that MYR route next so I don't have to drive 2 hours from CHS t… https://t.co/yt9dlhrMPX",0
5603,sunset san diego opportunity courtesy sunset socialdistance travel safe,1,10276,11/17/2020 1:22,1.33e+18,Southwest,Sunset over San Diego. Opportunity courtesy of @SouthwestAir #sunset #SocialDistance #travel #safe https://t.co/Jjkz6Ht6tk,0
5604,among cruise operators soared jumped leapt,-1,10277,11/17/2020 1:22,1.33e+18,Southwest,"Among the cruise operators, @CarnivalCruise soared 9.7%, @Fly_Norwegian  jumped 6.2% and @RoyalCaribbean leapt 6.9%… https://t.co/PdZJNZe6AY",0
5605,also met early congressman dude,1,10278,11/17/2020 1:20,1.33e+18,Southwest,"@thecatsmeow_17 @SenSherrodBrown Also, I met @SenSherrodBrown in the early ‘00s when he was a Congressman. Dude was… https://t.co/VPwQ4Kf8VD",0
5606,wooo hoooooo,1,10281,11/17/2020 1:16,1.33e+18,Southwest,@SouthwestAir @iflymia WOOO HOOOOOO!!!!,0
5607,yall rough flight attendants flight atl rdu first time ever experienced,-1,10286,11/17/2020 1:14,1.33e+18,Southwest,@SouthwestAir y’all have some rough flight attendants on flight 920 ATL to RDU. First time I ever experienced this… https://t.co/ZQn6tcHOUW,0
5608,flew mia bwi hou yesterday,-1,10287,11/17/2020 1:13,1.33e+18,Southwest,@SouthwestAir @iflymia I flew into MIA from BWI then to HOU yesterday.,0
5609,yes girl,0,10289,11/17/2020 1:09,1.33e+18,Southwest,@MadeeSays @SouthwestAir @iflymia Yes girl!!!,0
5610,congrats,1,10291,11/17/2020 1:08,1.33e+18,Southwest,@SouthwestAir @iflymia Congrats @SouthwestAir,0
5611,announce service myrtle beach,-1,10292,11/17/2020 1:07,1.33e+18,Southwest,@SouthwestAir Announce service to Myrtle Beach!,0
5612,among best news,1,10295,11/17/2020 1:06,1.33e+18,Southwest,@SouthwestAir @iflymia Among the best news of 2020 ✈️♥️,0
5613,like,-1,10296,11/17/2020 1:04,1.33e+18,Southwest,@SouthwestAir @iflymia I like it,0
5614,maskmonday happy monday,-1,10297,11/17/2020 1:04,1.33e+18,Southwest,@SouthwestAir @iflymia #MaskMonday Happy Monday ! https://t.co/uks8UfXmXX,0
5615,congratulations big move miami chicagoohare see skies,1,10300,11/17/2020 1:01,1.33e+18,Southwest,CONGRATULATIONS TO @SouthwestAir for the big move to #Miami and #ChicagoOhare .... See you in the skies!,0
5616,nice congratulations love flying southwest,1,10301,11/17/2020 1:01,1.33e+18,Southwest,@SouthwestAir @iflymia Very nice! Congratulations! I love flying with Southwest!,0
5617,phone need make sure get ahold ride robert dont make yell,-1,10308,11/17/2020 0:59,1.33e+18,Southwest,"@bobrockmn @SouthwestAir My phone is on 10% and I need to make sure I get ahold of my ride, Robert. Don’t make me yell at you",0
5618,fly southwest love hospitality concerned health december flight,1,10311,11/17/2020 0:33,1.33e+18,Southwest,@SouthwestAir I only fly Southwest.  I love your Hospitality.  I'm concerned for my health on my December flight.… https://t.co/B9ltvXBnAl,0
5619,next adventure together saturday wait,0,10312,11/17/2020 0:26,1.33e+18,Southwest,@SouthwestAir OUR NEXT ADVENTURE TOGETHER IS SATURDAY AND I CANNOT WAIT!!,0
5620,considering posttrump career options would perfect wan na get away campaign,0,10314,11/17/2020 0:25,1.33e+18,Southwest,"@GSAEmily if you are considering  post-Trump career options, you would be perfect for  @SouthwestAir “Wanna Get Away” ad campaign.",0
5621,read book magazine like normal person,-1,10315,11/17/2020 0:23,1.33e+18,Southwest,@tinyyjess @SouthwestAir Read a book or magazine like a normal person,0
5622,heather looking see flight delayed due flights canceled,-1,10317,11/17/2020 0:21,1.33e+18,Southwest,@SouthwestAir Hi Heather. I'm looking to see about our flight $$ that was delayed due to our flights being canceled… https://t.co/QSyFyql4vc,0
5623,facts thanks,1,10318,11/17/2020 0:16,1.33e+18,Southwest,"@SouthwestAir Facts, thanks.",0
5624,whomever made puchasing decision needs raise,-1,10319,11/17/2020 0:16,1.33e+18,Southwest,Whomever made this @browniebrittle puchasing decision for @SouthwestAir needs a raise! https://t.co/JO4n7YHmbS,0
5625,lying saying departure would time departure delayed boarding nearly complete,-1,10320,11/17/2020 0:16,1.33e+18,Southwest,@SouthwestAir All after lying saying that departure would be on time. Departure is now delayed and boarding is not nearly complete.,0
5626,gate agent marvin flight bwiaus needs fired immediately incredibly unprofess,-1,10321,11/17/2020 0:15,1.33e+18,Southwest,@SouthwestAir your gate agent Marvin on flight 280 from BWI-AUS needs to be fired immediately. Incredibly unprofess… https://t.co/ZuEXsI11ke,0
5627,ended getting flight due someone passing away covid customer service,-1,10322,11/17/2020 0:11,1.33e+18,Southwest,I ended up not getting on my @SouthwestAir flight due to someone passing away from COVID and now customer service w… https://t.co/X40Cr8WS4Q,0
5628,course cant get rep line,-1,10325,11/17/2020 0:09,1.33e+18,Southwest,@SouthwestAir And now of course I can’t get a rep on the line!,0
5629,thanks appreciate answering steve certain dogs probably wear,1,10326,11/17/2020 0:08,1.33e+18,Southwest,"@SouthwestAir Thanks.... Appreciate you answering, Steve. Certain dogs; if not all; probably should wear some to pr… https://t.co/L1bc3e3Mhr",0
5630,talking waiting min got disconnected able help,-1,10327,11/17/2020 0:04,1.33e+18,Southwest,@SouthwestAir I was talking to them after waiting for 1hr 15min but got disconnected before they were able to help! 🤦🏾‍♀️,0
5631,,-1,10328,11/17/2020 0:01,1.33e+18,Southwest,@bbb_us @usrestnews @WeRRestaurants @nfib @nfib_oh @nfib_pa @USAirlineNews @walmart @SouthwestAir @AirlinesDotOrg… https://t.co/Fkz5laAVvm,0
5632,concerned passenger sitting inches away daily life might,-1,10330,11/17/2020 0:00,1.33e+18,Southwest,@SouthwestAir I'm more concerned with a passenger sitting inches away from me who in their daily life might not be… https://t.co/nmzNipvMWM,0
5633,travelers still plan fly home holidays talked abou,-1,10331,11/18/2020 16:12,1.33e+18,United,"Some travelers still plan to fly home for the holidays. We talked with @KCIAirport, @united and @scottsflights abou… https://t.co/I7l272QGre",0
5634,reservation says fee waiver place cancel flight bought mileage,-1,10332,11/18/2020 16:07,1.33e+18,United,"@united my reservation says there is a fee waiver in place, but when I go to cancel my flight bought with mileage p… https://t.co/fvYGUy9IHB",0
5635,doctors recommend,1,10333,11/18/2020 16:06,1.33e+18,United,4 out of 5 doctors recommend @united,0
5636,job enough airline workersincluding thousands subcontracted workers despite bein,-1,10334,11/18/2020 16:06,1.33e+18,United,"#1Job Should Be Enough for *all* airline workers—including the thousands of subcontracted workers who, despite bein… https://t.co/6NS43vqU1U",0
5637,making people jump hoops get refund get memo theres,-1,10337,11/18/2020 15:59,1.33e+18,United,".@united at it again, making people jump through hoops to get a refund. Did they not get the memo that there’s a pa… https://t.co/T20zI8Isj2",0
5638,yall dont draggin yall passengers like used,-1,10341,11/18/2020 15:49,1.33e+18,United,Y’all don’t be draggin y’all passengers out like you used to @United,0
5639,breaking faa lifts ban beleagured max issuing order clears way return skies,0,10342,11/18/2020 15:47,1.33e+18,United,"#breaking #FAA lifts ban on beleagured @Boeing #737Max,  issuing order the clears the way it to return to the skies… https://t.co/7uglNEaCL0",0
5640,look bring back shitty max want choose whatever airline route,-1,10344,11/18/2020 15:45,1.33e+18,United,Look @Boeing you can bring back that shitty 737 #Max8 all you want. I will choose whatever airline and route does N… https://t.co/uBv7RIX9qu,0
5641,hope amp put max passenger protection plan,-1,10347,11/18/2020 15:39,1.33e+18,United,"Now we hope @AlaskaAir, @AmericanAir, @SouthwestAir &amp; @united will put the 737 MAX Passenger Protection Plan that 5… https://t.co/OAbfHeup8V",0
5642,watch pbs found election troubling via patriot news,-1,10348,11/18/2020 15:38,1.33e+18,United,Watch: What PBS Found Before the Election is Troubling https://t.co/LU1kXTMUnO via @United Patriot News,0
